,Location,new_reviews,Comp
1222,Sacramento,great location staff friendly bed comfy room available 3 p.m. read read less,Positive
1224,"Los Angeles, CA",nice hotel overall enjoy stay close subway plus room big ny good location would stay read read less,Positive
1226,Seattle,excellent hotel clean modern great lobby amenity include highquality coffee bar friendly upbeat smile staff every member staff encounter extremely pleasant charming nice hotel business travel read read less,Positive
1227,Alberta,great location 2 bed w bath room nice surprise approach information desk 3 time unhelpful time housekeep staff thorough part except leave without glasses coffee expensive end pay location read read less,Positive
1228,"Wokingham, England",new yorker hotel well position subway rail station walk tourist site mid manhattan bedroom give first night clean much small expect however person reception offer move -PRON- slightly large room second night stay stay hotel feel like special experience read read less,Positive
1230,"Seattle, WA",nice clean hotel walk distance disneyland staff friendly could ask read read less,Positive
1231,Chicago,room comfortable albeit little pricey breakfast offer part stay easy access airport read read less,Positive
1232,Austin,metro room small two people everything else hotel great read read less,Positive
1233,Saratoga new york,hotel nice staff friendly polite room clean size closet place put luggage toiletry bathroom sink drain well location fantastic attend event madison square garden disappoint room read read less,Positive
1235,Stockton,good experience would return area hotel staff friendly issue able add name reservation read read less,Positive
1236,New York,first room lock bathroom clean second extremely hot stay five day do not clean second day call front desk mold sink area bathroom ice machine way lobby read read less,Positive
1237,San Francisco,nice hotel walk distance disneyland good price room read read less,Positive
1239,New York,good hotel good price mid town manhattan weekend old hotel room need money spend shower fixture rust toilet seat cheap feel heat do not work room bed feel like single twin queen staff lobby area great read read less,Positive
1240,"Stoke on Trent, England",recent 4 night stay new yorker great issues hotel staff helpful hotel secure safe room plenty elevator spacious lobby ok bar site location hotel superb right madison square garden subway penn station macys empire state quick 5 minute walk across 34th street read read less,Positive
1241,California,hotel close attraction easy get around city read read less,Positive
1244,San Diego Harbor Island,amazing great customer service beautiful room read read less,Positive
1245,Pensacola,room great house keep staff excellent professional sincerely appreciate hard work effort ensure clean enjoyable visit read read less,Positive
1246,"Fort Pierce, FL",property partially construction stay hard really read good perspective great stay read read less,Positive
1247,Livingston,room clean comfortable even though thw hotel onsite lounge restaurant clise later thw evening front desk helpful suggest place within walk distance read read less,Positive
1248,"Andover, MA",less 10 minute airport quiet clean comfortable bed recommend courtyard room view shade extra quiet excellent air conditioning water pressure big screen television include cable connect laptop order view netflix amazon prime account pool area clean comfortable beautiful mini golf fun young child easy walk la victoria taqueria tasty horchata latenight snacks staff friendly helpful working room change accommodate guest beautiful lobby area read read less,Positive
1249,Idaho,hotel clean inside friendly staff location little interesting every day homeless people back hotel one day homeless guy extremely upset another homeless person something would not calm awhile always interesting walk car wondering would see overall do not mind hotel probably would not stay area read read less,Positive
1250,Ft lauderdale,like free breakfast include would liked see fruit like bananas apple available bed firm staff could friendly acknowledgeable read read less,Positive
1251,Irvine,nice quiet mini fridge would nice could leftover dinner staff morning should not rush clean need sleep little read read less,Positive
1252,Sacramento,great hotel staff able check 4 hour early room really clean except bathroom floor great price read read less,Positive
1255,"Santa Cruz, CA",great place stay every time fly sjc read read less,Positive
1256,New Mexico,location great easy get hotel read read less,Positive
1257,"melbourne, australia",friendly staff great service excellent location impressive history read read less,Positive
1258,Miami Beach,property great location outside food local store read read less,Positive
1260,Four Points,go less 10 hour sleep arrive check time 3 pm want shower head straight sleep way 6 next day get floor elevator open hit smell chemical clean entire floor rush room smell strong inside 10 min later huge headache 30 min later call let know strong odor ask switch floor accommodate late huge headache ter much sleep even later start check 11 sit traffic 3 hour drive read read less,Positive
1263,San Jose,love stay friendly staff clean room great location definetly come back read read less,Positive
1265,Melbourne,hotel good central everything new york times square 10 walk nice easy read read less,Positive
1266,"New York City, New York",great location heart new york city read read less,Positive
1267,Edmonton. AB,good room price excellent housekeeping staff customer service however want really modern upscale hotel be not place build 1929 extensive history classic art deco style locate within walk distance madison square garden times square empire state building subway tick tock diner hotel good diner food 24 hour day extremely fast good hurry read read less,Positive
1268,Toronto,great stay son room 2 full bathroom great location want able explore restaurant 9th ave theatre walkable macys close highline read read less,Positive
1269,Sacramento ca,good room -PRON- have ever sleep jst excellent really recommend read read less,Positive
1273,Arizona,great location great people nice experience great place stay read read less,Positive
1276,New York,everyone hotel nice professional room amazing nice view city read read less,Positive
1277,San Diego,rachel great get -PRON- early allow -PRON- check late fit flight schedule even notice bday give us champagne room go extra mile great secret u actually eat tratoria italian restaurant breakfast day ask staff fritata much well tick tock diner read read less,Positive
1282,"Guildford, UK",hotel staff helpful friendly bed clean comfortable enjoy breakfast adjoin diner read read less,Positive
1283,hessen,super zentral gelegenes hotel mit nettem personal viele zimmer haben einen super tollen ausblick leider nicht genug haken für handtücher und ablagemöglichkeiten -PRON- be bad ein kleines radio wäre schön das ist aber jammern auf höchstem niveau wir waren schon 12 mal diesem hotel read read less,Positive
1284,"Ottawa, Ontario",fabulous location clean room comfortable bed great view empire state building read read less,Positive
1285,"Sacramento, CA",perfect location close disneyland across starbucks nice hotel especially cost midweek stay september definitely back read read less,Positive
1286,"Dublin, CA",nice modern clean hotel close walk disney read read less,Positive
1287,Central Virginia,old building still get redone inner area great people nice room old style structure motel model ground well do nice good value money read read less,Positive
1288,Michigan,little worn clean great location close food shop little mile central park like hotel staff check room key let elevator read read less,Positive
1290,Ocean Isle Beach N C,nice hotel lovely pool friendly staff comfy beds room service good prompt friendly read read less,Positive
1291,"Columbus, Ohio",kid friendly need get new sheet fit mattress sit bed fit sheet pop sleep night omg 4 corner pop please get new fit sheet deep fit read read less,Positive
1292,California,hotel staff nice accommodate need help get lock luggage hotel manager nice come room help hotel great location 2 great restaurant inside hotel definitely ny landmark therefore be not modern also window be not sound proof make sure take earplug read read less,Positive
1294,Stratford Canada,great location cleanexcellent staff convenient location metro airport read read less,Positive
1295,Maryland,hotel close police station penn station good local restaurant metro one block away along parking garage additional fee participate breakfast buffet smell delicious awake morning lobby bar variety great wine read read less,Positive
1298,Abbotsford BC,staff amazing room need vacuum often read read less,Positive
1299,California,nice staff especially reachelle front desk nice help -PRON- issue come room good size comfortable 33rd floor beautiful view read read less,Positive
1300,Central California,stay many time 20 minute walk disneyland staff always nice helpful room clean comfortable love stay read read less,Positive
1301,Northern California,one good hotel stay visit disneyland would definitely stay tell everyone read read less,Positive
1303,Pittsburgh pa,hotel close disney free shuttle back forth park read read less,Positive
1304,Florida,staff friendly roomsfacilitie begin show age wear still clean maintain read read less,Positive
1308,San jose,hotel nicei really enjoy room comfortable wa quiet n relaxing read read less,Positive
1309,San Diego,front desk attendant helpful friendly hotel room big spacious lot storage good long term stay need renovate carpet need replace overall decent hotel read read less,Positive
1310,"Toronto, Canada",hotel condition ok general facility need update like site location quiet read read less,Positive
1311,San Diego,hotel great nice room beautiful decor free parking rare disneyland area really appreciate read read less,Positive
1312,"Olympia, Wa",stay 1 night air conditioner work correctly room cool extremely humid feel like stay musty basement could tell nice upgrade room floor tile beautiful sink mirror etc area need improve bathtub yellow stain cabinetsshelve heavy chip hallway smell like fresh paint could hear conversation music wall clearly also able open slide glass door deck without help husband roller break overall okay stay would find different hotel stay future though read read less,Positive
1313,"Orlando, Fl",place awesome nice check really early expect anything actually room open let -PRON- check stacey one people front desk amazing tell -PRON- great place check also really close disney park able walk catch bus disney read read less,Positive
1314,DC,nice family style hotel excellent selection pool pool side restaurant room spacious terrace air conditioning work well housekeep ok water coffee amenity replace every day read read less,Positive
1316,Uk Midlands.,wife like elevator ask impossible room low floor view reception staff nice explain low floor give student hotel proper really state floor 20 end large elevator fine although floor 22 room view hudson hotel historic 1930 perhaps huge 1930 2000 room retain many decorative feature style refurbish time show sign age character brown paint deco carpet little shabby nice corporate slick hotel yes noisy plumbing shower pressure excellent downside someone next door shower late night room modest quite small gather comfort good nice bed good linen sheet change every day housekeep excellent noisy air con work great showerbath recommend hotel excellent service read read less,Positive
1319,Vancouver,advertise clean friendly staff view pool parking lot read read less,Positive
1320,"St. Petersburg, FL",beautiful lobby courtyard polite helpful staff checkin quick easy checkout convenient location easy access airport read read less,Positive
1322,Temecula,old hotel lovely ground hotel room need update staff exceptional professional courteous read read less,Positive
1323,Uk,excellent location 20 min walk dineyland staff reception coffee shop maid could nicer although hotel restaurant close whilst refurbish use hotel indigo next door breakfast get 15 staff also could nicer also 5 minute walk garden walk shop restaurants cheesecake factory bubba gump california pizza kitchen would highly recommend stay read read less,Positive
1324,Wine Country,great room near disney staff welcome every time come lobby read read less,Positive
1325,"West Portsmouth, Ohio",goto place stay travel orlando work staff friendly room clean walk various place eat dinner drink poolside bar gatorville read read less,Positive
1326,Michigan,beautiful pool back nice set good location san jose airport hotel overall experience nice would go back sure next trip bonus point bowl alley diner right street read read less,Positive
1327,Texas,trip great return room every evening like come back relaxation even issue stomach computer ck etc staff help kindness care smile everyone great restaurant bar happy hour roof would definitely recommend read read less,Positive
1329,"Wellington, Florida",bathroom cleanliness leave quite bit desired there s moldmildew grout around lip sinkunder mount that s visible plain sight pretty gross two ring shower curtain rip barely hold curtain stay average 10x per year -PRON- be surprise see still love hotel stay course make wonder clean thing really read read less,Positive
1332,England,hotel recommend -PRON- two people have not look hotel stay 9 night room big do not spend much time good part location near penn station madison square garden lot place eat nearby read read less,Positive
1334,England UK,chose hotel previously stay last visit decade ago exactly remember location ideal city sightseeing corner 34th 8th block times square 3 empire state building penn station 2 minute walk hotel give easy access subway train network hotel comfortable mean date hotel everything clean work happy base 4 night stay also quiet enough able sleep recover hard day sightsee staff friendly professional say go back would problem stay read read less,Positive
1335,Barbados,room wardrobe iron safe deposit box downstairs store valuable read read less,Positive
1337,"Waco, TX",staff friendly helpful room service great enjoy meal restaurant location quiet peaceful read read less,Positive
1338,"Orlando, Florida",atmosphere amazing pool outdoor restaurant great bed super comfy well thing do not like showertub floor peel renovate bathroom would excellent hotel stay read read less,Positive
1339,San Jose,nice staff good dinner hotel do not elevator head gentleman front desk nice enough let -PRON- know check read read less,Positive
1340,"Newport Beach, CA",ok good value consider rate property read read less,Positive
1341,"San Jose, CA",take long check ac loud overall good clean bed comfortable read read less,Positive
1342,"Milan, Italy",nice comfortable room right place move across ny read read less,Positive
1344,Santa fe,good value clean ok breakfast room small enough room 2 people read read less,Positive
1345,St. Louis,surprised hidden gem fluff room copy clean staff courteous definitely go back read read less,Positive
1349,San Jose,staff friendly accommodate suggest appreciate read read less,Positive
1351,"Carson, CA",fiancee stay several high quality hotel one definitely top 3 year definitely return next time orlando one issue resolve satisfaction beyond location great staff great amenity great much completely satisfied read read less,Positive
1352,"Phoenix,AZ",get -PRON- night stay advertise staff great read read less,Positive
1355,Maine,price per night good house keep inconsistent day get hand towel face cloth day go desk get read read less,Positive
1357,"Melbourne, Australia.",hotel pleasant walk disneyland cafe best coffee pool gym laundry everything pleasant stay staff friendly welcome read read less,Positive
1358,"San Francisco, CA",nice hotel decent shape clean lot parking space read read less,Positive
1359,NYC,return new york last week arrive late smooth hassle free check warm welcome come bedroom open curtain one fantastic view wish celebrate anniversary birthday together 34th floor almost iconic building front greatcentral location powerful shower room clean daily high standard would recommend anybody read read less,Positive
1360,"Bay Area, California",good need place stay that s close sju comfortable bed clean room breakfast great stay multiple day get tiring food everyday reserve king suite seem like regular room assign us room rate read read less,Positive
1363,Seattle,resort like ground bed nice room light dark fluorescent bulb two sconce desk light give unflattering cold glow left room interior dark water pressure fine nothing immediate surround restaurant lounge close 9 p.m. website mention live entertainment bamboo lounge saturday night take lyft town 9 airport shuttle prompt front desk friendly though keep key card away cell phone get demagnetize every time require wait line get new one read read less,Positive
1365,"Escondido, ca",clean bed super comfy definitely stay read read less,Positive
1366,"Seattle, WA",parking charge checked tell free beginning check bathroom odor 2 damp towel stain bathtub toilet issue flushing hotel staff fix issue next day still smell little bit odor toilet still flushing issue read read less,Positive
1370,Ontario,great location room little tight common ny hotel read read less,Positive
1372,DC,super convenient location want near c e lines penn station 10 block times square room comfortable hard wood floor feel grimy ac almost unbearably loud sleep without wall thin upside hotel staff polite accommodating try help -PRON- resolve issue overall good choice need basic hotel middle manhattan read read less,Positive
1373,"Birmingham, AL",hotel really convenient food centrally locate everywhere queen -PRON- be look convenient manhattan place -PRON- be look peace quiet access decent food choice locate far citi field -PRON- open family friend queen right place mostly frill hotel clean quiet decent bed access direct walk area food 24 hour day would definitely stay read read less,Positive
1375,Orlando,arrival departure entire staff courteous friendly helpful check quick easy property beautiful several pool restaurant give great choice dining recreation offering love lazy river even bite crowded sunday labor day expect dine seafood restaurant drink menu offer delightful choice food delicious read read less,Positive
1376,"Buena Park, CA",nothing fancy clean staff nice helpful really nice pool tray stay open till 10 p.m. summer month anyways would stay read read less,Positive
1378,San Jose,property nice picture property nice picture property nice picture property nice picture property nice picture property nice picture read read less,Positive
1381,"Huntsville, Ontario, Canada",service good property quite tired certain area communication restaurant across street serves hotel include bkfst good rest several guest name include -PRON- free bkfst read read less,Positive
1383,Boston,perfect spot family clean spotless read read less,Positive
1387,Miami Beach,good location plenty restaura ts around plesant staff courteous read read less,Positive
1392,"Bradenton, FL",nice hotel close everything want experience see room clean smelt good walk cozy bed front desk help quick friendly bad thing super noisy upstair hear almost everything throughout nightearly morning wake every 10 minute wonder loud bang would definitely return resort future time read read less,Positive
1393,"Seattle, WA",nice remodel look good clean comfortable read read less,Positive
1394,San Luis Obispo,staff friendly air conditioner sound like airplane take read read less,Positive
1395,Ct,great location nice clean room really enjoy time beautiful girlfriend read read less,Positive
1396,"Surrey, BC",standard hotel excellent location first room be not clean properly staff address concern immediately move -PRON- big well room read read less,Positive
1398,Queens New York,love design building beautifully decorate bed comfortable clean read read less,Positive
1402,coventry. UK,hotel staff friendly helpful can not enough make stay pleasant one room excellent bright clean everything need except kettle 24 hour diner site much hassle restaurant site offer varied range food hotel well maintain central thing big apple offer -PRON- would definitely stay read read less,Positive
1408,MS,great location friendly staff small nice clean room read read less,Positive
1411,"San Diego, CA",love place super friendly awesome staff clean spacious roomshotel free parking disney pass holder socal come anaheim quite often do not always stay night place sure walk distance park super comfy bed clean big room like say staff great well defiantly back read read less,Positive
1414,Poland,hotel good location close enough la guardia jfk airport room tiny also clean visible dust notice place quick stay one two night hotel ok would not recommend long stay read read less,Positive
1415,"Vancouver, BC",front desk staff be not consistent service level miss mark promote local restaurant thing check use google let front desk housekeeping bar staff however awesome friendly old building renovate many year ago room comfy appreciate free wifi bottle waterthese nice touch read read less,Positive
1416,Oc,location perfect alrhough ask top floor room say book realize give double book single next rep give top floor single otvwas fine read read less,Positive
1417,SC,need room near airport pleasantly surprise old property surprisingly clean quaint wonderful people scrumptious restaurant read read less,Positive
1418,NYC,nice hotel great location good value -PRON- have stay couple time really enjoy stay read read less,Positive
1420,Centrally located to restaurants and Disneyland.,team front desk awesome likewise lady run coffee drink bar make -PRON- feel welcome would definitely stay read read less,Positive
1421,Texas,surprised wyndham see renovation try improve look still need lot work glad get first floor room elevator carry luggage outside stair comfortable sleep stay one night flight read read less,Positive
1426,"Bellevue, WA",spend three night wyndham garden anaheim recent trip tour college area spend time disneyland staff welcome efficient check -PRON- late always make -PRON- feel home enter exit lobby pool fine will not use much free parking garage bonus us location near disneyland convenient store like walgreens cvs excellent room large clean would consider stay future read read less,Positive
1427,"West Salem, WI",booked orbit ramada inn 6 month ago arrive be not ramada address wyndham news would have like notify big deal major fall compare two hotel stay breakfast comfortable quiet hotel read read less,Positive
1428,Baghdad,resort good location building level many shop restaurant close also close key location like seaworld universal studios walt disney really refresh place great fun stay staff helpful supportive read read less,Positive
1429,2186,old dated tiny room floor space cot air matress location great though read read less,Positive
1431,"New York, NY",staff helpful friendly staff person come across check concierge guest service clean staff nice read read less,Positive
1433,"New York, NY",great answering call fiancé get hotel strand nashvillle hear great thing help unable make reception thank help read read less,Positive
1435,Waterford Michigan,beautiful property great time clean comfortable room read read less,Positive
1438,Ticonderoga ny,great hotel great location clean safe efficient love security guard elevator madison square right across street read read less,Positive
1440,Los Angeles,prepay 21707 3446 orbuck 18261 book orbitz check front desk ask credit card think deposit since do not specify see amount 23415 credit card ask front desk tell booking prepay 15 minute show reservation finally find reservation tell issue refund refund within 5 business day however 13 day past amount 23415 still pende status credit card read read less,Positive
1442,Orando FL,resort broken 2 part wyndham grand hotel resort timeshare part full suite access full resort however come room charge room charge hotel side make mistake one day stay go one pool bar side resort timeshare side try charge drink room could find room number go back later bring payment later day staff go way kind helpful give upgrade charge since birthday also late checkout day check well enjoyable stay whole would recommend anyone family couple want romantic weekend away lovely hotel read read less,Positive
1443,"New York, NY",close msg comfortable clean great staff read read less,Positive
1444,"Terral, OK",wonderful experience new yorker wife spend week visit ny great view city include empire state building clean room comfortable bed great staff way convenient everything within walk distance across street penn station would highly recommend hotel read read less,Positive
1448,Calif,clean room quite room close freeway nice pool lobby nice relax read read less,Positive
1451,"Los Angeles, CA",clean comfort friendly staff make travel stop perfect wonderful stop thank read read less,Positive
1458,"Conway, SC",love wyndham new yorker stay whenever city safe environment easy accessibility part new york room clean quiet bed comfortable business center fitness center extremely accommodate easy walks food venue times square cabs attainable doorman assist even though one old hotel town great place stay nostalgic ambiance add experience read read less,Positive
1459,oregon,really big room beautiful nice location near disneyland read read less,Positive
1460,Atlanta,decent place money need cosmetic improvement clean room great location hotel staff friendly thing issue air conditioning do not seem cool overall would recommend pet friendly well read read less,Positive
1461,Iowa,people nice room clean outside room service plate lay around get still leave read read less,Positive
1462,"Los Angeles, Ca",conveniently locate right freeway easy find plenty parking staff friendly professional layout bathroomsink interesting overall great experience read read less,Positive
1463,Haarlem,hotelroom comfortable location hotel perfect nearby pennstation broadway around corner impire statebuilde walk distance read read less,Positive
1464,Keizer Oregon,stay 5 night staff excellent go extra mile definitely stay stacie helpful friendly read read less,Positive
1467,"San Juan, PR",would love stay nice everything read read less,Positive
1470,Philadelphia,place everything think would simply awesome read read less,Positive
1471,"Washington, DC",comfortable room property locate convenient public transportation great shuttle service airport read read less,Positive
1472,"Jamaica Estates, NY",deluxe king room look fairly small advertise expedia website speak front desk inform indeed king room bed look like queen room well keep clean vend machine break water available time be not much parking around area choose valet additional 2500 read read less,Positive
1473,"Fresh Meadows, NY",good professionalcourteous helpful staff clean room good breakfast bad small room parking read read less,Positive
1474,"OC, CA",great location close airport shopping movie theatervery quiet decent restaurant read read less,Positive
1475,"Mesa, AZ",hotel great location pretty comfy bed well read read less,Positive
1477,Germany,overall good stay though place come year need refurbishment pool area really nice read read less,Positive
1478,NY NY,stay new yorker lot always seem like ac turn night sleep fan stay read read less,Positive
1479,Albany NY,meet woman check wyndham new yorker first time assure check experience would great hearing last 2 12 hour check experience another hotel inthe vicinity check 530 600 long day walk 3 receptionist counter 4 people line another staff member take another desk check within 3 5 minute amazed grateful professionalism say always book new yorker also say can not believe put poor service 6 year hotel thank wyndham new yorker read read less,Positive
1480,Maryland,hotel well keep staff courteous professional location great shopping area movie right behind walk distance also nice area feel safe queen wish parking amenity hotel park difficult use parking 2500 day feel expensive already pay stay read read less,Positive
1487,New Jersey,go city concert hotel step away msg convenient check super fast even upgraded room give -PRON- late check definitely stay read read less,Positive
1488,Nyc,upgraded king suite patio gorgeous view city bed comfortable staff wonderful read read less,Positive
1489,Puerto Eixo,like room good condiition lo pretty read read less,Positive
1491,West Palm Beach,try early check do not get ckey card do not work drive front desk clean people day 2 do not resupply shampoo conditioner coffee cup hand towel bag ice bucket room musty smell read read less,Positive
1492,Orlando,pro friendly helpful checkin great resort layout lot walking area parklike set bed comfy ton restaurant store walk distance 2 pool nice con service gatorville mediocre good pool bar enclose defeats purpose pool bar pool pretty dirty never see anyone tend go search pool towel 3 day bathroom premium room tiny kid playground closed repair 2 year overall little disappointed stay many time lot little thing slip crack garbage can full towel do not see worker walk ground clean whole time stay location read read less,Positive
1493,Orlando,balcony nice bed comfortable food good room clean appear cheaply remodle parking lot full night read read less,Positive
1494,New York,location great hotel old dingy need update clean well read read less,Positive
1498,Washington State,beautiful facility friendly accommodate staff read read less,Positive
1499,West Monroe NY,love location property extremely friendly staff read read less,Positive
1502,California,sure busy front desk personnel rude hotel lobby nice whole hotel smell strongly floor clean pleasant least room alright bed comfortable overall do not think would return be not bad experience -PRON- have still be not great read read less,Positive
1503,So Cal,disappointing book online king deluxe room courtyard view get room right next gym workout hrs 10 pm ask front desk another room put -PRON- behind huge wall courtyard view could see nothing get room service 2 whole day ask clean towel surprise 4 night stay husband birthday disappointing room comfortable island restaurant hotel location good food read read less,Positive
1504,Yuba City California,like place nice atmosphere clean rink do not like brunch breakfast read read less,Positive
1506,MD,cozy spot great location bunch restaurant around read read less,Positive
1509,"Fort Lauderdale, Florida",nice quiet comfy place stay various place eat near hotel easy get around hubby purchase 20 metro card travel bus subway 3 day explore mostly manhattan sheila fort lauderdale read read less,Positive
1511,Florida,pleasant courteous staff exception pushyimpatient housekeeper rushing room day check well check time 1100am experience great read read less,Positive
1513,Bayview,good neighborhood nearby police activity first night tell friend venture do not place motel hotel room locate outside see whenever someone walk door window bathroom old dingy feel like need shower shoe place clean everything wear old rely review help determine stay review really let read read less,Positive
1514,"Boston, MA",convenient location jfk friendly staff free street parking spot available cw 25 valet reasonable food drink option available within walk distance mostly chain room ok carpet positive allergy etc main issue smell first room give reek stale cooking oil kitchenette cook top clearly well use smokeco2 alarm also go ask different room second one alarm beep stale cooking smell stick one woke stench nostril pleasant also callout mystery shower stay many hotel around world could work use take nice bath instead really point read read less,Positive
1516,UK,good accommodation close many attraction idrive resort fee maybe little expensive take account book worth pleasant surrounding location read read less,Positive
1517,San Jose CA,clean well keep room really big poeple nice good service read read less,Positive
1520,"Fresh Meadows, New York",challenge stay arrive attendant unable answer question due language barrier staff nearby attempt answer question appear annoyed help upon arrive room bed make also attempt fall asleep clean staff extremely loud clean room kindly go room ask keep laugh continue loud flight cancel deal lot annoying travel issue simply want come hotel relax feel welcome safe be not experience every phone call make front desk ask help room clean staff never answer actually call cell phone front desk someone answer overall disappointment tremendous lack customer service read read less,Positive
1523,"San jose, California",chic hotel terrible parking lot room nice spacious would definitely stay read read less,Positive
1524,New York,room great clean spacious comfortable stylish rain showerhead bathroom free kurig coffeetea bar room hotel within walk distance disneyland make super accessible late nightlong day fun there s ton restaurant around easy access underground parking garage friendly helpful staff even give -PRON- late check greatly need absolute favorite thing bed king size bed sink probably one comfortable bed ever sleep wish could take bed home work entry way arrive sound do not bother -PRON- room face opposite side complaint hand hold shower attachment leak do not work stay amazing read read less,Positive
1525,"Reno, NV",room update comfortable quite lobby pool area nice staff friendly check fast read read less,Positive
1527,Lee's Summit,family room perfect fit family bathroom also big enough work well really enjoy shower read read less,Positive
1528,"Toronto Area, Ontario, Canada",customer service cleanliness location amenity offer great resort fee plus per night parking bit high consider able take advantage onsight amenity twice sixnight stay read read less,Positive
1529,CT,clean nice staff awesome location allow -PRON- leave park car garage enjoy disneyland well would stay heartbeat read read less,Positive
1531,United Arab Emirates,everything great really clean comfortable bed quiet placy nothing,Positive
1533,Slovenia,convenient location excellent hotel modest price like impossible walk train station hundred meter away ecological shuttle bus need several mile reach station,Positive
1535,United States of America,nothing complain location close boudwin charles station major tour spot freedom trail also within walk distance favorite part jog along charles river morning make feel like live boston although breakfast provide expensive -PRON- make home every morning whole food around corner 247 gym second floor equipment limit still basic training microwave electric kettle inconvenient especially guest china generally use drink hot water checkin time another drawback 4 p.m. late,Positive
1544,United States of America,staff solve issue quickly bathroom pipe break first room get price stay definitely worthy also around hospital expect 50usd park,Positive
1546,United States of America,wyndham grand good location clearwater beach hotel attractive wellmaintaine staff highly accommodate one problem take care minimum difficulty front desk staff could well complaint,Positive
1547,United States of America,location perfect td garden event staff friendly courteous book room 2 bed get one roll away comfortable toilet back call help late night problem resolve promptly,Positive
1548,United States of America,location great do not like be not continental breakfast value room hotel need breakfast understand restuarant cafe that s case meal credit give customer,Positive
1549,United States of America,thank everything good,Positive
1552,United Kingdom,staff nice hotel quite shabby need makeover ask move well room twice eventually give junior sweet be not bad room big gap bottom door,Positive
1554,United States of America,hotel good location staff accommodating room nice though small clean pool really cold almost cold go room upgrade regular executive tiny friend think would bigger,Positive
1555,United States of America,good location boston small thought could walk anywhere comfortable place clean concierge desk staff good input go eat,Positive
1557,United States of America,great location within easy walk downtown,Positive
1558,United States of America,whole food back door perfect need access mgh rundown good restaurant area exciting,Positive
1567,United States of America,-PRON- be always great,Positive
1568,United Kingdom,good location near red line walk distance site large comfortable room ambulance noisy hotel near hospital pool little basic do not open 1000am,Positive
1569,United States of America,head close property notice price go considerably bookingcom struggle resolve manner kipp add help also give -PRON- beautiful room nice view 10 year anniversary august 911 thank kipp,Positive
1572,Taiwan,near airport free shuttle bus free wifi good price air conditioner noisy,Positive
1573,United Kingdom,free shuttle service good,Positive
1577,United States of America,pretty standard hotel comfortable bed spacious room bathroom little small check staff seem little overwhelmed stress gym tiny overheated common space lobby get little crowded little overpriced pretty much hotel boston,Positive
1578,Philippines,property 1520 min away multiple location boston common downtown cross quincy market also 5 min away train station there s also convenient store wholefood market back easy access comfortable everything else hotel,Positive
1580,United States of America,clean friendly staff accommodate pool area need tidy end day room should have bit big,Positive
1583,United States of America,room perfect great view mountain entire staff great mandatory valet parking,Positive
1584,United States of America,bed good sleep clean love,Positive
1587,United States of America,everything else great staff helpful food drink good reasonable price look hot tub takrn little child jump swimmie adult supervision,Positive
1588,Canada,friendly staff great location outdoor pool lounger great room be not ready time tell -PRON- come back receive complimentary breakfast 2 follow morning,Positive
1590,Canada,stay flight cancel till morning need place near airport find one nice pool could swim cafe lobby 24 hour hurray take shuttle 430 free airport shuttle every half hour convenience store cafe bar restaurant room adjoin door next room door paper thin loud man next room talk loudly late night also phone bedside table right side door beep night paper thin door ask one without adjoin door also think washroom right hvac roof loud shake luckily sound do not carry bathroom though,Positive
1591,New Zealand,new york expensive place visit flight via newark consider base clean comfortable hotel provide good value money free 24hour shuttle airport allow easy access nj transit service nyc walk route airport train station that s fault hotel downside locate carbase city,Positive
1593,Netherlands,good location helpful staff member,Positive
1594,United States of America,food service excellent free room price front staff indicate include price room,Positive
1596,United States of America,great room great service great value,Positive
1601,United States of America,good location staff alright room seem date,Positive
1602,United Kingdom,friendly staff comfortable room great swimming pool,Positive
1604,United States of America,staff friendly helpful facility wear cramp bathroom beat furniture room broken coffee maker hairdryer clean excellent location people business mass general sightseeing cut night end stay within grace period make change however room rate go considerably realize sure check receipt make change reservation,Positive
1605,United States of America,everything top bottom great,Positive
1606,Canada,location good room decent check easy fast staff ok thankfully window could open cause air quality bad probably old carpet slow elevator price much quality,Positive
1610,United States of America,front desk receptionist bariah informative helpful polite make overall stay wyndham garden enjoyable joy see pool pool area thoroughly clean every morning room comfortable clean staff friendly restaurant attach hotel starlight waitress later find one manager attach service charge breakfast bill previous day also breakfast service charge although customarily leave tip ask service charge say dine receive service charge order do not receive service charge service charge add receipt attain dining stay ate restaurant four time receive service charge day also breakfast forget ask wheat bread instead white bread ask wheat bread receive eye roll bring request although do not mind charge tip advance feel practice consistent understand select visitor tag service chargebee dine order charge service charge,Positive
1613,United States of America,staff pleasant friendly helpful restaurant price way high especially child,Positive
1614,United Kingdom,great location clean room great shower nothing,Positive
1616,United States of America,lobby beautiful pillows bed plentiful comfortable glad iron ironboard room glad desk room furniture nice plenty parking room smell bad walk spray room ac loud remote room tv send one call bathroom be not clean enough sink crack towel rack barely hang makeshift drywall need replacement title ceiling bathroom shower area need clean one wash cloth room headboard be not secure wall bed uncomfortable,Positive
1617,United States of America,kitchen include new pot pan sharp knife nice appliance love linens access washer dryer staff wonderful always eager help -PRON- make stay well nice game room fresh apple cookie available guest enjoy really like guest already pay hotel fee pay additional 25 day park entire hotel one bbq good one still one,Positive
1619,Italy,easy airport transfer outdate difficult location unless truly look overnight airport stay,Positive
1621,United States of America,much good say property would take short book valet valet basically entire stay service impeccable would remiss single outstanding service desk clerk check us property gorgeous spotless return thank much na,Positive
